"kommune","parti","stemmer"
"0826 Tinn","Kristelig Folkeparti",360
"0826 Tinn","Senterpartiet",535
"0826 Tinn","Sosialistisk Venstreparti",206
"0826 Tinn","Norges Kommunistiske Parti",12
"0826 Tinn","Rød valgallianse",23
"0826 Tinn","Frie Folkevalgte",1
"0826 Tinn","Ensliges parti",7
"0826 Tinn","Norges demokratiske parti",3
"0826 Tinn","Fellesliste Venstre",158
"0826 Tinn","Fellesliste Det nye Folkepartiet",21
"0827 Hjartdal","Arbeiderpartiet",409
"0827 Hjartdal","Fremskrittspartiet",3
"0827 Hjartdal","Høyre",57
"0827 Hjartdal","Kristelig Folkeparti",197
"0827 Hjartdal","Senterpartiet",279
"0827 Hjartdal","Sosialistisk Venstreparti",15
"0827 Hjartdal","Rød valgallianse",1
"0827 Hjartdal","Fellesliste Venstre",16
"0827 Hjartdal","Fellesliste Det nye Folkepartiet",3
"0828 Seljord","Arbeiderpartiet",695
"0828 Seljord","Fremskrittspartiet",15
"0828 Seljord","Høyre",206
"0828 Seljord","Kristelig Folkeparti",369
"0828 Seljord","Senterpartiet",286
"0828 Seljord","Sosialistisk Venstreparti",73
"0828 Seljord","Norges Kommunistiske Parti",3
"0828 Seljord","Rød valgallianse",4
"0828 Seljord","Frie Folkevalgte",1
"0828 Seljord","Ensliges parti",2
"0828 Seljord","Norges demokratiske parti",2
"0828 Seljord","Fellesliste Venstre",71
"0828 Seljord","Fellesliste Det nye Folkepartiet",11
"0829 Kviteseid","Arbeiderpartiet",754
"0829 Kviteseid","Fremskrittspartiet",14
"0829 Kviteseid","Høyre",168
"0829 Kviteseid","Kristelig Folkeparti",280
"0829 Kviteseid","Senterpartiet",337
"0829 Kviteseid","Sosialistisk Venstreparti",67
"0829 Kviteseid","Norges Kommunistiske Parti",1
"0829 Kviteseid","Rød valgallianse",3
"0829 Kviteseid","Frie Folkevalgte",1
"0829 Kviteseid","Ensliges parti",2
"0829 Kviteseid","Norges demokratiske parti",2
"0829 Kviteseid","Fellesliste Venstre",81
"0829 Kviteseid","Fellesliste Det nye Folkepartiet",9
"0830 Nissedal","Arbeiderpartiet",367
"0830 Nissedal","Fremskrittspartiet",12
"0830 Nissedal","Høyre",95
"0830 Nissedal","Kristelig Folkeparti",248
"0830 Nissedal","Senterpartiet",109
"0830 Nissedal","Sosialistisk Venstreparti",17
"0830 Nissedal","Frie Folkevalgte",1
"0830 Nissedal","Ensliges parti",1
"0830 Nissedal","Fellesliste Venstre",29
"0830 Nissedal","Fellesliste Det nye Folkepartiet",4
"0831 Fyresdal","Arbeiderpartiet",519
"0831 Fyresdal","Fremskrittspartiet",7
"0831 Fyresdal","Høyre",56
"0831 Fyresdal","Kristelig Folkeparti",92
"0831 Fyresdal","Senterpartiet",142
"0831 Fyresdal","Sosialistisk Venstreparti",18
"0831 Fyresdal","Norges Kommunistiske Parti",2
"0831 Fyresdal","Rød valgallianse",7
"0831 Fyresdal","Fellesliste Venstre",27
"0831 Fyresdal","Fellesliste Det nye Folkepartiet",4
"0833 Tokke","Arbeiderpartiet",898
"0833 Tokke","Fremskrittspartiet",19
"0833 Tokke","Høyre",105
"0833 Tokke","Kristelig Folkeparti",230
"0833 Tokke","Senterpartiet",379
"0833 Tokke","Sosialistisk Venstreparti",66
"0833 Tokke","Norges Kommunistiske Parti",10
"0833 Tokke","Rød valgallianse",6
"0833 Tokke","Ensliges parti",1
"0833 Tokke","Norges demokratiske parti",1
"0833 Tokke","Fellesliste Venstre",42
"0833 Tokke","Fellesliste Det nye Folkepartiet",6
"0834 Vinje","Arbeiderpartiet",978
"0834 Vinje","Fremskrittspartiet",12
"0834 Vinje","Høyre",119
"0834 Vinje","Kristelig Folkeparti",268
"0834 Vinje","Senterpartiet",633
"0834 Vinje","Sosialistisk Venstreparti",156
"0834 Vinje","Rød valgallianse",15
"0834 Vinje","Norges demokratiske parti",1
"0834 Vinje","Fellesliste Venstre",55
"0834 Vinje","Fellesliste Det nye Folkepartiet",29
"0901 Risør","Arbeiderpartiet",1524
"0901 Risør","Fremskrittspartiet",121
"0901 Risør","Høyre",776
"0901 Risør","Sosialistisk Venstreparti",95
"0901 Risør","Norges Kommunistiske Parti",2
"0901 Risør","Rød valgallianse",8
"0901 Risør","Frie Folkevalgte",6
"0901 Risør","Ensliges parti",4
"0901 Risør","Norges demokratiske parti",3
"0901 Risør","Fellesliste Venstre",204
"0901 Risør","Fellesliste Kristelig folkeparti",743
"0901 Risør","Fellesliste Senterpartiet",184
"0901 Risør","Fellesliste Det nye Folkepartiet",126
"0903 Arendal (-1991)","Arbeiderpartiet",2626
"0903 Arendal (-1991)","Fremskrittspartiet",165
"0903 Arendal (-1991)","Høyre",1997
"0903 Arendal (-1991)","Sosialistisk Venstreparti",132
"0903 Arendal (-1991)","Norges Kommunistiske Parti",12
"0903 Arendal (-1991)","Rød valgallianse",15
"0903 Arendal (-1991)","Frie Folkevalgte",3
"0903 Arendal (-1991)","Ensliges parti",3
"0903 Arendal (-1991)","Norges demokratiske parti",1
"0903 Arendal (-1991)","Fellesliste Venstre",185
"0903 Arendal (-1991)","Fellesliste Kristelig folkeparti",1155
"0903 Arendal (-1991)","Fellesliste Senterpartiet",133
"0903 Arendal (-1991)","Fellesliste Det nye Folkepartiet",180
"0904 Grimstad","Arbeiderpartiet",2105
"0904 Grimstad","Fremskrittspartiet",289
"0904 Grimstad","Høyre",1825
"0904 Grimstad","Sosialistisk Venstreparti",117
"0904 Grimstad","Norges Kommunistiske Parti",6
"0904 Grimstad","Rød valgallianse",12
"0904 Grimstad","Frie Folkevalgte",5
"0904 Grimstad","Ensliges parti",2
"0904 Grimstad","Norges demokratiske parti",10
"0904 Grimstad","Fellesliste Venstre",217
"0904 Grimstad","Fellesliste Kristelig folkeparti",1741
"0904 Grimstad","Fellesliste Senterpartiet",568
"0904 Grimstad","Fellesliste Det nye Folkepartiet",102
"0911 Gjerstad","Arbeiderpartiet",735
"0911 Gjerstad","Fremskrittspartiet",28
"0911 Gjerstad","Høyre",152
"0911 Gjerstad","Sosialistisk Venstreparti",35
"0911 Gjerstad","Norges Kommunistiske Parti",3
"0911 Gjerstad","Frie Folkevalgte",2
"0911 Gjerstad","Ensliges parti",2
"0911 Gjerstad","Norges demokratiske parti",2
"0911 Gjerstad","Fellesliste Venstre",69
"0911 Gjerstad","Fellesliste Kristelig folkeparti",271
"0911 Gjerstad","Fellesliste Senterpartiet",133
"0911 Gjerstad","Fellesliste Det nye Folkepartiet",41
"0912 Vegårshei","Arbeiderpartiet",452
"0912 Vegårshei","Fremskrittspartiet",23
"0912 Vegårshei","Høyre",109
"0912 Vegårshei","Sosialistisk Venstreparti",11
"0912 Vegårshei","Rød valgallianse",1
"0912 Vegårshei","Ensliges parti",1
"0912 Vegårshei","Fellesliste Venstre",18
"0912 Vegårshei","Fellesliste Kristelig folkeparti",293
"0912 Vegårshei","Fellesliste Senterpartiet",81
"0912 Vegårshei","Fellesliste Det nye Folkepartiet",36
"0914 Tvedestrand","Arbeiderpartiet",1176
"0914 Tvedestrand","Fremskrittspartiet",190
"0914 Tvedestrand","Høyre",754
"0914 Tvedestrand","Sosialistisk Venstreparti",29
"0914 Tvedestrand","Norges Kommunistiske Parti",1
"0914 Tvedestrand","Rød valgallianse",1
"0914 Tvedestrand","Frie Folkevalgte",2
"0914 Tvedestrand","Ensliges parti",2
"0914 Tvedestrand","Norges demokratiske parti",3
"0914 Tvedestrand","Fellesliste Venstre",68
"0914 Tvedestrand","Fellesliste Kristelig folkeparti",750
"0914 Tvedestrand","Fellesliste Senterpartiet",241
"0914 Tvedestrand","Fellesliste Det nye Folkepartiet",52
"0918 Moland (1962-1991)","Arbeiderpartiet",1901
"0918 Moland (1962-1991)","Fremskrittspartiet",143
"0918 Moland (1962-1991)","Høyre",793
"0918 Moland (1962-1991)","Sosialistisk Venstreparti",86
"0918 Moland (1962-1991)","Norges Kommunistiske Parti",3
"0918 Moland (1962-1991)","Rød valgallianse",1
"0918 Moland (1962-1991)","Frie Folkevalgte",2
"0918 Moland (1962-1991)","Ensliges parti",2
"0918 Moland (1962-1991)","Norges demokratiske parti",4
"0918 Moland (1962-1991)","Fellesliste Venstre",75
"0918 Moland (1962-1991)","Fellesliste Kristelig folkeparti",678
"0918 Moland (1962-1991)","Fellesliste Senterpartiet",153
"0918 Moland (1962-1991)","Fellesliste Det nye Folkepartiet",125
"0919 Froland","Arbeiderpartiet",993
"0919 Froland","Fremskrittspartiet",51
"0919 Froland","Høyre",188
"0919 Froland","Sosialistisk Venstreparti",28
"0919 Froland","Norges Kommunistiske Parti",4
"0919 Froland","Rød valgallianse",1
"0919 Froland","Ensliges parti",1
"0919 Froland","Fellesliste Venstre",98
"0919 Froland","Fellesliste Kristelig folkeparti",402
"0919 Froland","Fellesliste Senterpartiet",205
"0919 Froland","Fellesliste Det nye Folkepartiet",18
"0920 Øyestad (-1991)","Arbeiderpartiet",1881
"0920 Øyestad (-1991)","Fremskrittspartiet",138
"0920 Øyestad (-1991)","Høyre",661
"0920 Øyestad (-1991)","Sosialistisk Venstreparti",62
"0920 Øyestad (-1991)","Norges Kommunistiske Parti",8
"0920 Øyestad (-1991)","Rød valgallianse",8
"0920 Øyestad (-1991)","Frie Folkevalgte",9
"0920 Øyestad (-1991)","Ensliges parti",2
"0920 Øyestad (-1991)","Norges demokratiske parti",6
"0920 Øyestad (-1991)","Fellesliste Venstre",65
"0920 Øyestad (-1991)","Fellesliste Kristelig folkeparti",578
"0920 Øyestad (-1991)","Fellesliste Senterpartiet",362
"0920 Øyestad (-1991)","Fellesliste Det nye Folkepartiet",78
"0921 Tromøy (-1991)","Arbeiderpartiet",813
"0921 Tromøy (-1991)","Fremskrittspartiet",73
"0921 Tromøy (-1991)","Høyre",611
"0921 Tromøy (-1991)","Sosialistisk Venstreparti",48
"0921 Tromøy (-1991)","Norges Kommunistiske Parti",4
"0921 Tromøy (-1991)","Rød valgallianse",6
"0921 Tromøy (-1991)","Frie Folkevalgte",1
"0921 Tromøy (-1991)","Ensliges parti",2
"0921 Tromøy (-1991)","Norges demokratiske parti",1
"0921 Tromøy (-1991)","Fellesliste Venstre",89
"0921 Tromøy (-1991)","Fellesliste Kristelig folkeparti",398
"0921 Tromøy (-1991)","Fellesliste Senterpartiet",50
"0921 Tromøy (-1991)","Fellesliste Det nye Folkepartiet",58
"0922 Hisøy (-1991)","Arbeiderpartiet",833
"0922 Hisøy (-1991)","Fremskrittspartiet",55
"0922 Hisøy (-1991)","Høyre",741
"0922 Hisøy (-1991)","Sosialistisk Venstreparti",47
"0922 Hisøy (-1991)","Norges Kommunistiske Parti",2
"0922 Hisøy (-1991)","Rød valgallianse",6
"0922 Hisøy (-1991)","Frie Folkevalgte",2
"0922 Hisøy (-1991)","Ensliges parti",1
"0922 Hisøy (-1991)","Norges demokratiske parti",1
"0922 Hisøy (-1991)","Fellesliste Venstre",78
"0922 Hisøy (-1991)","Fellesliste Kristelig folkeparti",247
"0922 Hisøy (-1991)","Fellesliste Senterpartiet",21
"0922 Hisøy (-1991)","Fellesliste Det nye Folkepartiet",158
"0926 Lillesand","Arbeiderpartiet",958
"0926 Lillesand","Fremskrittspartiet",137
"0926 Lillesand","Høyre",1102
"0926 Lillesand","Sosialistisk Venstreparti",124
"0926 Lillesand","Norges Kommunistiske Parti",2
"0926 Lillesand","Rød valgallianse",9
"0926 Lillesand","Frie Folkevalgte",10
"0926 Lillesand","Ensliges parti",3
"0926 Lillesand","Norges demokratiske parti",3
"0926 Lillesand","Fellesliste Venstre",152
"0926 Lillesand","Fellesliste Kristelig folkeparti",734
"0926 Lillesand","Fellesliste Senterpartiet",269
"0926 Lillesand","Fellesliste Det nye Folkepartiet",83
"0928 Birkenes","Arbeiderpartiet",652
"0928 Birkenes","Fremskrittspartiet",65
"0928 Birkenes","Høyre",295
"0928 Birkenes","Sosialistisk Venstreparti",28
"0928 Birkenes","Norges Kommunistiske Parti",1
"0928 Birkenes","Frie Folkevalgte",2
"0928 Birkenes","Norges demokratiske parti",2
"0928 Birkenes","Fellesliste Venstre",38
"0928 Birkenes","Fellesliste Kristelig folkeparti",482
"0928 Birkenes","Fellesliste Senterpartiet",422
"0928 Birkenes","Fellesliste Det nye Folkepartiet",42
"0929 Åmli","Arbeiderpartiet",705
"0929 Åmli","Fremskrittspartiet",23
"0929 Åmli","Høyre",76
"0929 Åmli","Sosialistisk Venstreparti",30
"0929 Åmli","Norges Kommunistiske Parti",1
"0929 Åmli","Rød valgallianse",3
"0929 Åmli","Frie Folkevalgte",3
"0929 Åmli","Fellesliste Venstre",23
"0929 Åmli","Fellesliste Kristelig folkeparti",174
"0929 Åmli","Fellesliste Senterpartiet",173
"0929 Åmli","Fellesliste Det nye Folkepartiet",44
"0935 Iveland","Arbeiderpartiet",148
"0935 Iveland","Fremskrittspartiet",13
"0935 Iveland","Høyre",85
"0935 Iveland","Sosialistisk Venstreparti",6
"0935 Iveland","Norges Kommunistiske Parti",1
"0935 Iveland","Rød valgallianse",2
"0935 Iveland","Frie Folkevalgte",2
"0935 Iveland","Ensliges parti",1
"0935 Iveland","Norges demokratiske parti",1
"0935 Iveland","Fellesliste Venstre",22
"0935 Iveland","Fellesliste Kristelig folkeparti",106
"0935 Iveland","Fellesliste Senterpartiet",113
"0935 Iveland","Fellesliste Det nye Folkepartiet",19
"0937 Evje og Hornnes","Arbeiderpartiet",822
"0937 Evje og Hornnes","Fremskrittspartiet",54
"0937 Evje og Hornnes","Høyre",274
"0937 Evje og Hornnes","Sosialistisk Venstreparti",41
"0937 Evje og Hornnes","Norges Kommunistiske Parti",6
"0937 Evje og Hornnes","Rød valgallianse",3
"0937 Evje og Hornnes","Frie Folkevalgte",2
"0937 Evje og Hornnes","Ensliges parti",1
"0937 Evje og Hornnes","Norges demokratiske parti",1
"0937 Evje og Hornnes","Fellesliste Venstre",61
"0937 Evje og Hornnes","Fellesliste Kristelig folkeparti",364
"0937 Evje og Hornnes","Fellesliste Senterpartiet",186
"0937 Evje og Hornnes","Fellesliste Det nye Folkepartiet",29
"0938 Bygland","Arbeiderpartiet",310
"0938 Bygland","Fremskrittspartiet",11
"0938 Bygland","Høyre",67
"0938 Bygland","Sosialistisk Venstreparti",14
"0938 Bygland","Norges Kommunistiske Parti",3
"0938 Bygland","Rød valgallianse",4
"0938 Bygland","Fellesliste Venstre",9
"0938 Bygland","Fellesliste Kristelig folkeparti",153
"0938 Bygland","Fellesliste Senterpartiet",249
"0938 Bygland","Fellesliste Det nye Folkepartiet",5
"0940 Valle","Arbeiderpartiet",311
"0940 Valle","Fremskrittspartiet",14
"0940 Valle","Høyre",69
"0940 Valle","Sosialistisk Venstreparti",26
"0940 Valle","Norges Kommunistiske Parti",1
"0940 Valle","Rød valgallianse",1
"0940 Valle","Frie Folkevalgte",1
"0940 Valle","Ensliges parti",2
"0940 Valle","Fellesliste Venstre",11
"0940 Valle","Fellesliste Kristelig folkeparti",159
"0940 Valle","Fellesliste Senterpartiet",276
"0940 Valle","Fellesliste Det nye Folkepartiet",22
"0941 Bykle","Arbeiderpartiet",92
"0941 Bykle","Fremskrittspartiet",20
"0941 Bykle","Høyre",31
"0941 Bykle","Sosialistisk Venstreparti",6
"0941 Bykle","Frie Folkevalgte",1
"0941 Bykle","Fellesliste Venstre",3
"0941 Bykle","Fellesliste Kristelig folkeparti",64
"0941 Bykle","Fellesliste Senterpartiet",64
"0941 Bykle","Fellesliste Det nye Folkepartiet",2
"1001 Kristiansand","Arbeiderpartiet",10560
"1001 Kristiansand","Fremskrittspartiet",991
"1001 Kristiansand","Høyre",9405
"1001 Kristiansand","Kristelig Folkeparti",8000
"1001 Kristiansand","Sosialistisk Venstreparti",861
"1001 Kristiansand","Norges Kommunistiske Parti",64
"1001 Kristiansand","Rød valgallianse",124
"1001 Kristiansand","Frie Folkevalgte",15
"1001 Kristiansand","Ensliges parti",41
"1001 Kristiansand","Norges demokratiske parti",24
"1001 Kristiansand","Fellesliste Venstre",1492
"1001 Kristiansand","Fellesliste Senterpartiet",793
"1001 Kristiansand","Fellesliste Det nye Folkepartiet",916
"1002 Mandal","Arbeiderpartiet",1874
"1002 Mandal","Fremskrittspartiet",134
"1002 Mandal","Høyre",1760
"1002 Mandal","Kristelig Folkeparti",1287
"1002 Mandal","Sosialistisk Venstreparti",185
"1002 Mandal","Norges Kommunistiske Parti",5
"1002 Mandal","Rød valgallianse",17
"1002 Mandal","Frie Folkevalgte",6
"1002 Mandal","Ensliges parti",3
"1002 Mandal","Norges demokratiske parti",4
"1002 Mandal","Fellesliste Venstre",251
"1002 Mandal","Fellesliste Senterpartiet",470
"1002 Mandal","Fellesliste Det nye Folkepartiet",313
"1003 Farsund","Arbeiderpartiet",1036
"1003 Farsund","Fremskrittspartiet",89
"1003 Farsund","Høyre",1914
"1003 Farsund","Kristelig Folkeparti",1189
"1003 Farsund","Sosialistisk Venstreparti",67
"1003 Farsund","Norges Kommunistiske Parti",5
"1003 Farsund","Rød valgallianse",4
"1003 Farsund","Frie Folkevalgte",4
"1003 Farsund","Ensliges parti",7
"1003 Farsund","Fellesliste Venstre",190
"1003 Farsund","Fellesliste Senterpartiet",217
"1003 Farsund","Fellesliste Det nye Folkepartiet",182
"1004 Flekkefjord","Arbeiderpartiet",1456
"1004 Flekkefjord","Fremskrittspartiet",146
"1004 Flekkefjord","Høyre",1267
"1004 Flekkefjord","Kristelig Folkeparti",1308
"1004 Flekkefjord","Sosialistisk Venstreparti",72
"1004 Flekkefjord","Norges Kommunistiske Parti",2
"1004 Flekkefjord","Rød valgallianse",4
"1004 Flekkefjord","Frie Folkevalgte",5
"1004 Flekkefjord","Ensliges parti",1
"1004 Flekkefjord","Norges demokratiske parti",3
"1004 Flekkefjord","Fellesliste Venstre",232
"1004 Flekkefjord","Fellesliste Senterpartiet",328
"1004 Flekkefjord","Fellesliste Det nye Folkepartiet",234
"1014 Vennesla","Arbeiderpartiet",2543
"1014 Vennesla","Fremskrittspartiet",120
"1014 Vennesla","Høyre",640
"1014 Vennesla","Kristelig Folkeparti",1476
"1014 Vennesla","Sosialistisk Venstreparti",162
"1014 Vennesla","Norges Kommunistiske Parti",10
"1014 Vennesla","Frie Folkevalgte",5
"1014 Vennesla","Ensliges parti",8
"1014 Vennesla","Norges demokratiske parti",3
"1014 Vennesla","Fellesliste Venstre",170
"1014 Vennesla","Fellesliste Senterpartiet",375
"1014 Vennesla","Fellesliste Det nye Folkepartiet",148
"1017 Songdalen","Arbeiderpartiet",643
"1017 Songdalen","Fremskrittspartiet",84
"1017 Songdalen","Høyre",392
"1017 Songdalen","Kristelig Folkeparti",533
"1017 Songdalen","Sosialistisk Venstreparti",27
"1017 Songdalen","Norges Kommunistiske Parti",3
"1017 Songdalen","Frie Folkevalgte",2
"1017 Songdalen","Ensliges parti",1
"1017 Songdalen","Fellesliste Venstre",53
"1017 Songdalen","Fellesliste Senterpartiet",368
"1017 Songdalen","Fellesliste Det nye Folkepartiet",70
"1018 Søgne","Arbeiderpartiet",745
"1018 Søgne","Fremskrittspartiet",119
"1018 Søgne","Høyre",967
"1018 Søgne","Kristelig Folkeparti",704
"1018 Søgne","Sosialistisk Venstreparti",46
"1018 Søgne","Norges Kommunistiske Parti",3
"1018 Søgne","Rød valgallianse",5
"1018 Søgne","Frie Folkevalgte",8
"1018 Søgne","Ensliges parti",2
"1018 Søgne","Norges demokratiske parti",1
"1018 Søgne","Fellesliste Venstre",129
"1018 Søgne","Fellesliste Senterpartiet",220
"1018 Søgne","Fellesliste Det nye Folkepartiet",132
"1021 Marnardal","Arbeiderpartiet",356
"1021 Marnardal","Fremskrittspartiet",22
"1021 Marnardal","Høyre",218
"1021 Marnardal","Kristelig Folkeparti",238
"1021 Marnardal","Sosialistisk Venstreparti",6
"1021 Marnardal","Ensliges parti",2
"1021 Marnardal","Norges demokratiske parti",1
"1021 Marnardal","Fellesliste Venstre",24
"1021 Marnardal","Fellesliste Senterpartiet",323
"1021 Marnardal","Fellesliste Det nye Folkepartiet",34
"1026 Åseral","Arbeiderpartiet",91
"1026 Åseral","Fremskrittspartiet",10
"1026 Åseral","Høyre",67
"1026 Åseral","Kristelig Folkeparti",139
"1026 Åseral","Sosialistisk Venstreparti",2
"1026 Åseral","Frie Folkevalgte",1
"1026 Åseral","Fellesliste Venstre",19
"1026 Åseral","Fellesliste Senterpartiet",183
"1026 Åseral","Fellesliste Det nye Folkepartiet",8
"1027 Audnedal","Arbeiderpartiet",209
"1027 Audnedal","Fremskrittspartiet",9
"1027 Audnedal","Høyre",150
"1027 Audnedal","Kristelig Folkeparti",328
"1027 Audnedal","Sosialistisk Venstreparti",10
"1027 Audnedal","Norges Kommunistiske Parti",1
"1027 Audnedal","Ensliges parti",1
"1027 Audnedal","Fellesliste Venstre",27
"1027 Audnedal","Fellesliste Senterpartiet",164
"1027 Audnedal","Fellesliste Det nye Folkepartiet",20
"1029 Lindesnes","Arbeiderpartiet",514
"1029 Lindesnes","Fremskrittspartiet",47
"1029 Lindesnes","Høyre",681
"1029 Lindesnes","Kristelig Folkeparti",564
"1029 Lindesnes","Sosialistisk Venstreparti",25
"1029 Lindesnes","Norges Kommunistiske Parti",2
"1029 Lindesnes","Frie Folkevalgte",2
"1029 Lindesnes","Ensliges parti",1
"1029 Lindesnes","Norges demokratiske parti",1
"1029 Lindesnes","Fellesliste Venstre",84
"1029 Lindesnes","Fellesliste Senterpartiet",202
"1029 Lindesnes","Fellesliste Det nye Folkepartiet",45
"1032 Lyngdal","Arbeiderpartiet",574
"1032 Lyngdal","Fremskrittspartiet",75
"1032 Lyngdal","Høyre",970
"1032 Lyngdal","Kristelig Folkeparti",868
"1032 Lyngdal","Sosialistisk Venstreparti",22
"1032 Lyngdal","Norges Kommunistiske Parti",4
"1032 Lyngdal","Rød valgallianse",3
"1032 Lyngdal","Frie Folkevalgte",2
"1032 Lyngdal","Ensliges parti",1
"1032 Lyngdal","Fellesliste Venstre",45
"1032 Lyngdal","Fellesliste Senterpartiet",338
"1032 Lyngdal","Fellesliste Det nye Folkepartiet",85
"1034 Hægebostad","Arbeiderpartiet",214
"1034 Hægebostad","Fremskrittspartiet",3
"1034 Hægebostad","Høyre",200
"1034 Hægebostad","Kristelig Folkeparti",292
"1034 Hægebostad","Sosialistisk Venstreparti",5
"1034 Hægebostad","Frie Folkevalgte",1
"1034 Hægebostad","Norges demokratiske parti",1
"1034 Hægebostad","Fellesliste Venstre",17
"1034 Hægebostad","Fellesliste Senterpartiet",128
"1034 Hægebostad","Fellesliste Det nye Folkepartiet",19
"1037 Kvinesdal","Arbeiderpartiet",825
"1037 Kvinesdal","Fremskrittspartiet",70
"1037 Kvinesdal","Høyre",536
"1037 Kvinesdal","Kristelig Folkeparti",945
"1037 Kvinesdal","Sosialistisk Venstreparti",67
"1037 Kvinesdal","Rød valgallianse",1
"1037 Kvinesdal","Frie Folkevalgte",2
"1037 Kvinesdal","Ensliges parti",4
"1037 Kvinesdal","Norges demokratiske parti",1
"1037 Kvinesdal","Fellesliste Venstre",152
"1037 Kvinesdal","Fellesliste Senterpartiet",179
"1037 Kvinesdal","Fellesliste Det nye Folkepartiet",86
"1046 Sirdal","Arbeiderpartiet",206
