"kommune","parti","stemmer"
"0401 Hamar (-1991)","Rød valgallianse",37
"0401 Hamar (-1991)","Det nye Folkepartiet (1973-1977)",163
"0401 Hamar (-1991)","Anders Langes parti (1973)",281
"0401 Hamar (-1991)","Ensliges parti",38
"0401 Hamar (-1991)","Kvinnenes frie folkevalgte",13
"0401 Hamar (-1991)","Norges demokratiske parti",4
"0401 Hamar (-1991)","Sosialistisk Valgforbund (1973)",1076
"0401 Hamar (-1991)","Fellesliste Venstre",205
"0401 Hamar (-1991)","Fellesliste Kristelig folkeparti",637
"0401 Hamar (-1991)","Fellesliste Senterpartiet",265
"0402 Kongsvinger","Arbeiderpartiet",4553
"0402 Kongsvinger","Høyre",960
"0402 Kongsvinger","Rød valgallianse",28
"0402 Kongsvinger","Det nye Folkepartiet (1973-1977)",110
"0402 Kongsvinger","Anders Langes parti (1973)",235
"0402 Kongsvinger","Ensliges parti",21
"0402 Kongsvinger","Kvinnenes frie folkevalgte",11
"0402 Kongsvinger","Norges demokratiske parti",17
"0402 Kongsvinger","Sosialistisk Valgforbund (1973)",1400
"0402 Kongsvinger","Fellesliste Venstre",113
"0402 Kongsvinger","Fellesliste Kristelig folkeparti",391
"0402 Kongsvinger","Fellesliste Senterpartiet",758
"0412 Ringsaker","Arbeiderpartiet",9516
"0412 Ringsaker","Høyre",1766
"0412 Ringsaker","Rød valgallianse",33
"0412 Ringsaker","Det nye Folkepartiet (1973-1977)",167
"0412 Ringsaker","Anders Langes parti (1973)",410
"0412 Ringsaker","Ensliges parti",34
"0412 Ringsaker","Kvinnenes frie folkevalgte",24
"0412 Ringsaker","Norges demokratiske parti",20
"0412 Ringsaker","Sosialistisk Valgforbund (1973)",1507
"0412 Ringsaker","Fellesliste Venstre",162
"0412 Ringsaker","Fellesliste Kristelig folkeparti",887
"0412 Ringsaker","Fellesliste Senterpartiet",2485
"0414 Vang (-1991)","Arbeiderpartiet",3248
"0414 Vang (-1991)","Høyre",571
"0414 Vang (-1991)","Rød valgallianse",11
"0414 Vang (-1991)","Det nye Folkepartiet (1973-1977)",40
"0414 Vang (-1991)","Anders Langes parti (1973)",101
"0414 Vang (-1991)","Ensliges parti",4
"0414 Vang (-1991)","Kvinnenes frie folkevalgte",4
"0414 Vang (-1991)","Norges demokratiske parti",1
"0414 Vang (-1991)","Sosialistisk Valgforbund (1973)",600
"0414 Vang (-1991)","Fellesliste Venstre",39
"0414 Vang (-1991)","Fellesliste Kristelig folkeparti",180
"0414 Vang (-1991)","Fellesliste Senterpartiet",525
"0415 Løten","Arbeiderpartiet",2324
"0415 Løten","Høyre",265
"0415 Løten","Rød valgallianse",9
"0415 Løten","Det nye Folkepartiet (1973-1977)",22
"0415 Løten","Anders Langes parti (1973)",65
"0415 Løten","Ensliges parti",4
"0415 Løten","Kvinnenes frie folkevalgte",3
"0415 Løten","Norges demokratiske parti",7
"0415 Løten","Sosialistisk Valgforbund (1973)",608
"0415 Løten","Fellesliste Venstre",16
"0415 Løten","Fellesliste Kristelig folkeparti",97
"0415 Løten","Fellesliste Senterpartiet",562
"0417 Stange","Arbeiderpartiet",5806
"0417 Stange","Høyre",888
"0417 Stange","Rød valgallianse",26
"0417 Stange","Det nye Folkepartiet (1973-1977)",71
"0417 Stange","Anders Langes parti (1973)",205
"0417 Stange","Ensliges parti",9
"0417 Stange","Kvinnenes frie folkevalgte",16
"0417 Stange","Norges demokratiske parti",9
"0417 Stange","Sosialistisk Valgforbund (1973)",1413
"0417 Stange","Fellesliste Venstre",54
"0417 Stange","Fellesliste Kristelig folkeparti",515
"0417 Stange","Fellesliste Senterpartiet",1133
"0418 Nord-Odal","Arbeiderpartiet",1863
"0418 Nord-Odal","Høyre",126
"0418 Nord-Odal","Rød valgallianse",26
"0418 Nord-Odal","Det nye Folkepartiet (1973-1977)",13
"0418 Nord-Odal","Anders Langes parti (1973)",64
"0418 Nord-Odal","Ensliges parti",8
"0418 Nord-Odal","Kvinnenes frie folkevalgte",4
"0418 Nord-Odal","Norges demokratiske parti",5
"0418 Nord-Odal","Sosialistisk Valgforbund (1973)",675
"0418 Nord-Odal","Fellesliste Venstre",10
"0418 Nord-Odal","Fellesliste Kristelig folkeparti",124
"0418 Nord-Odal","Fellesliste Senterpartiet",280
"0419 Sør-Odal","Arbeiderpartiet",2594
"0419 Sør-Odal","Høyre",273
"0419 Sør-Odal","Rød valgallianse",13
"0419 Sør-Odal","Det nye Folkepartiet (1973-1977)",30
"0419 Sør-Odal","Anders Langes parti (1973)",85
"0419 Sør-Odal","Ensliges parti",11
"0419 Sør-Odal","Kvinnenes frie folkevalgte",6
"0419 Sør-Odal","Norges demokratiske parti",14
"0419 Sør-Odal","Sosialistisk Valgforbund (1973)",568
"0419 Sør-Odal","Fellesliste Venstre",20
"0419 Sør-Odal","Fellesliste Kristelig folkeparti",162
"0419 Sør-Odal","Fellesliste Senterpartiet",553
"0420 Eidskog","Arbeiderpartiet",2212
"0420 Eidskog","Høyre",271
"0420 Eidskog","Rød valgallianse",6
"0420 Eidskog","Det nye Folkepartiet (1973-1977)",23
"0420 Eidskog","Anders Langes parti (1973)",55
"0420 Eidskog","Ensliges parti",5
"0420 Eidskog","Kvinnenes frie folkevalgte",11
"0420 Eidskog","Norges demokratiske parti",4
"0420 Eidskog","Sosialistisk Valgforbund (1973)",397
"0420 Eidskog","Fellesliste Venstre",18
"0420 Eidskog","Fellesliste Kristelig folkeparti",251
"0420 Eidskog","Fellesliste Senterpartiet",471
"0423 Grue","Arbeiderpartiet",2183
"0423 Grue","Høyre",273
"0423 Grue","Rød valgallianse",10
"0423 Grue","Det nye Folkepartiet (1973-1977)",15
"0423 Grue","Anders Langes parti (1973)",68
"0423 Grue","Ensliges parti",2
"0423 Grue","Norges demokratiske parti",5
"0423 Grue","Sosialistisk Valgforbund (1973)",600
"0423 Grue","Fellesliste Venstre",19
"0423 Grue","Fellesliste Kristelig folkeparti",162
"0423 Grue","Fellesliste Senterpartiet",538
"0425 Åsnes","Arbeiderpartiet",2358
"0425 Åsnes","Høyre",325
"0425 Åsnes","Rød valgallianse",9
"0425 Åsnes","Det nye Folkepartiet (1973-1977)",24
"0425 Åsnes","Anders Langes parti (1973)",186
"0425 Åsnes","Ensliges parti",7
"0425 Åsnes","Kvinnenes frie folkevalgte",5
"0425 Åsnes","Norges demokratiske parti",12
"0425 Åsnes","Sosialistisk Valgforbund (1973)",1389
"0425 Åsnes","Fellesliste Venstre",24
"0425 Åsnes","Fellesliste Kristelig folkeparti",334
"0425 Åsnes","Fellesliste Senterpartiet",630
"0426 Våler (Hedm.)","Arbeiderpartiet",1172
"0426 Våler (Hedm.)","Høyre",279
"0426 Våler (Hedm.)","Rød valgallianse",8
"0426 Våler (Hedm.)","Det nye Folkepartiet (1973-1977)",4
"0426 Våler (Hedm.)","Anders Langes parti (1973)",110
"0426 Våler (Hedm.)","Ensliges parti",2
"0426 Våler (Hedm.)","Kvinnenes frie folkevalgte",1
"0426 Våler (Hedm.)","Norges demokratiske parti",3
"0426 Våler (Hedm.)","Sosialistisk Valgforbund (1973)",643
"0426 Våler (Hedm.)","Fellesliste Venstre",9
"0426 Våler (Hedm.)","Fellesliste Kristelig folkeparti",115
"0426 Våler (Hedm.)","Fellesliste Senterpartiet",363
"0427 Elverum","Arbeiderpartiet",3809
"0427 Elverum","Høyre",1208
"0427 Elverum","Rød valgallianse",36
"0427 Elverum","Det nye Folkepartiet (1973-1977)",99
"0427 Elverum","Anders Langes parti (1973)",298
"0427 Elverum","Ensliges parti",17
"0427 Elverum","Kvinnenes frie folkevalgte",8
"0427 Elverum","Norges demokratiske parti",17
"0427 Elverum","Sosialistisk Valgforbund (1973)",1421
"0427 Elverum","Fellesliste Venstre",133
"0427 Elverum","Fellesliste Kristelig folkeparti",365
"0427 Elverum","Fellesliste Senterpartiet",1271
"0428 Trysil","Arbeiderpartiet",2128
"0428 Trysil","Høyre",281
"0428 Trysil","Rød valgallianse",12
"0428 Trysil","Det nye Folkepartiet (1973-1977)",53
"0428 Trysil","Anders Langes parti (1973)",48
"0428 Trysil","Ensliges parti",6
"0428 Trysil","Kvinnenes frie folkevalgte",7
"0428 Trysil","Norges demokratiske parti",7
"0428 Trysil","Sosialistisk Valgforbund (1973)",496
"0428 Trysil","Fellesliste Venstre",43
"0428 Trysil","Fellesliste Kristelig folkeparti",349
"0428 Trysil","Fellesliste Senterpartiet",914
"0429 Åmot","Arbeiderpartiet",1216
"0429 Åmot","Høyre",234
"0429 Åmot","Rød valgallianse",18
"0429 Åmot","Det nye Folkepartiet (1973-1977)",11
"0429 Åmot","Anders Langes parti (1973)",48
"0429 Åmot","Ensliges parti",3
"0429 Åmot","Norges demokratiske parti",7
"0429 Åmot","Sosialistisk Valgforbund (1973)",923
"0429 Åmot","Fellesliste Venstre",32
"0429 Åmot","Fellesliste Kristelig folkeparti",65
"0429 Åmot","Fellesliste Senterpartiet",387
"0430 Stor-Elvdal","Arbeiderpartiet",1329
"0430 Stor-Elvdal","Høyre",183
"0430 Stor-Elvdal","Rød valgallianse",9
"0430 Stor-Elvdal","Det nye Folkepartiet (1973-1977)",18
"0430 Stor-Elvdal","Anders Langes parti (1973)",42
"0430 Stor-Elvdal","Ensliges parti",1
"0430 Stor-Elvdal","Kvinnenes frie folkevalgte",8
"0430 Stor-Elvdal","Norges demokratiske parti",10
"0430 Stor-Elvdal","Sosialistisk Valgforbund (1973)",328
"0430 Stor-Elvdal","Fellesliste Venstre",15
"0430 Stor-Elvdal","Fellesliste Kristelig folkeparti",52
"0430 Stor-Elvdal","Fellesliste Senterpartiet",344
"0432 Rendalen","Arbeiderpartiet",1073
"0432 Rendalen","Høyre",89
"0432 Rendalen","Rød valgallianse",1
"0432 Rendalen","Det nye Folkepartiet (1973-1977)",9
"0432 Rendalen","Anders Langes parti (1973)",25
"0432 Rendalen","Ensliges parti",2
"0432 Rendalen","Kvinnenes frie folkevalgte",1
"0432 Rendalen","Norges demokratiske parti",1
"0432 Rendalen","Sosialistisk Valgforbund (1973)",212
"0432 Rendalen","Fellesliste Venstre",14
"0432 Rendalen","Fellesliste Kristelig folkeparti",34
"0432 Rendalen","Fellesliste Senterpartiet",471
"0434 Engerdal","Arbeiderpartiet",554
"0434 Engerdal","Høyre",93
"0434 Engerdal","Rød valgallianse",1
"0434 Engerdal","Det nye Folkepartiet (1973-1977)",25
"0434 Engerdal","Anders Langes parti (1973)",15
"0434 Engerdal","Ensliges parti",1
"0434 Engerdal","Kvinnenes frie folkevalgte",1
"0434 Engerdal","Norges demokratiske parti",1
"0434 Engerdal","Sosialistisk Valgforbund (1973)",26
"0434 Engerdal","Fellesliste Venstre",31
"0434 Engerdal","Fellesliste Kristelig folkeparti",27
"0434 Engerdal","Fellesliste Senterpartiet",300
"0435 Tolga-Os (1966-1975)","Arbeiderpartiet",686
"0435 Tolga-Os (1966-1975)","Høyre",61
"0435 Tolga-Os (1966-1975)","Rød valgallianse",6
"0435 Tolga-Os (1966-1975)","Det nye Folkepartiet (1973-1977)",17
"0435 Tolga-Os (1966-1975)","Anders Langes parti (1973)",44
"0435 Tolga-Os (1966-1975)","Ensliges parti",1
"0435 Tolga-Os (1966-1975)","Kvinnenes frie folkevalgte",3
"0435 Tolga-Os (1966-1975)","Norges demokratiske parti",1
"0435 Tolga-Os (1966-1975)","Sosialistisk Valgforbund (1973)",106
"0435 Tolga-Os (1966-1975)","Fellesliste Venstre",34
"0435 Tolga-Os (1966-1975)","Fellesliste Kristelig folkeparti",139
"0435 Tolga-Os (1966-1975)","Fellesliste Senterpartiet",1043
"0437 Tynset","Arbeiderpartiet",931
"0437 Tynset","Høyre",232
"0437 Tynset","Rød valgallianse",5
"0437 Tynset","Det nye Folkepartiet (1973-1977)",17
"0437 Tynset","Anders Langes parti (1973)",56
"0437 Tynset","Ensliges parti",3
"0437 Tynset","Kvinnenes frie folkevalgte",4
"0437 Tynset","Norges demokratiske parti",2
"0437 Tynset","Sosialistisk Valgforbund (1973)",192
"0437 Tynset","Fellesliste Venstre",78
"0437 Tynset","Fellesliste Kristelig folkeparti",184
"0437 Tynset","Fellesliste Senterpartiet",1092
"0438 Alvdal","Arbeiderpartiet",597
"0438 Alvdal","Høyre",48
"0438 Alvdal","Rød valgallianse",2
"0438 Alvdal","Det nye Folkepartiet (1973-1977)",21
"0438 Alvdal","Anders Langes parti (1973)",26
"0438 Alvdal","Ensliges parti",2
"0438 Alvdal","Kvinnenes frie folkevalgte",2
"0438 Alvdal","Norges demokratiske parti",1
"0438 Alvdal","Sosialistisk Valgforbund (1973)",63
"0438 Alvdal","Fellesliste Venstre",36
"0438 Alvdal","Fellesliste Kristelig folkeparti",85
"0438 Alvdal","Fellesliste Senterpartiet",624
"0439 Folldal","Arbeiderpartiet",658
"0439 Folldal","Høyre",38
"0439 Folldal","Rød valgallianse",3
"0439 Folldal","Det nye Folkepartiet (1973-1977)",6
"0439 Folldal","Anders Langes parti (1973)",21
"0439 Folldal","Ensliges parti",3
"0439 Folldal","Kvinnenes frie folkevalgte",3
"0439 Folldal","Sosialistisk Valgforbund (1973)",64
"0439 Folldal","Fellesliste Venstre",12
"0439 Folldal","Fellesliste Kristelig folkeparti",48
"0439 Folldal","Fellesliste Senterpartiet",454
"0501 Lillehammer","Arbeiderpartiet",5402
"0501 Lillehammer","Høyre",2176
"0501 Lillehammer","Kristelig Folkeparti",890
"0501 Lillehammer","Rød valgallianse",57
"0501 Lillehammer","Det nye Folkepartiet (1973-1977)",180
"0501 Lillehammer","Anders Langes parti (1973)",306
"0501 Lillehammer","Ensliges parti",18
"0501 Lillehammer","Kvinnenes frie folkevalgte",24
"0501 Lillehammer","Norges demokratiske parti",11
"0501 Lillehammer","Sosialistisk Valgforbund (1973)",1168
"0501 Lillehammer","Fellesliste Venstre",313
"0501 Lillehammer","Fellesliste Senterpartiet",1469
"0502 Gjøvik","Arbeiderpartiet",8728
"0502 Gjøvik","Høyre",1766
"0502 Gjøvik","Kristelig Folkeparti",1304
"0502 Gjøvik","Rød valgallianse",40
"0502 Gjøvik","Det nye Folkepartiet (1973-1977)",167
"0502 Gjøvik","Anders Langes parti (1973)",377
"0502 Gjøvik","Ensliges parti",13
"0502 Gjøvik","Kvinnenes frie folkevalgte",20
"0502 Gjøvik","Norges demokratiske parti",10
"0502 Gjøvik","Sosialistisk Valgforbund (1973)",998
"0502 Gjøvik","Fellesliste Venstre",426
"0502 Gjøvik","Fellesliste Senterpartiet",1532
"0511 Dovre","Arbeiderpartiet",858
"0511 Dovre","Høyre",120
"0511 Dovre","Kristelig Folkeparti",71
"0511 Dovre","Rød valgallianse",3
"0511 Dovre","Det nye Folkepartiet (1973-1977)",8
"0511 Dovre","Anders Langes parti (1973)",23
"0511 Dovre","Ensliges parti",4
"0511 Dovre","Kvinnenes frie folkevalgte",1
"0511 Dovre","Norges demokratiske parti",1
"0511 Dovre","Sosialistisk Valgforbund (1973)",79
"0511 Dovre","Fellesliste Venstre",21
"0511 Dovre","Fellesliste Senterpartiet",520
"0512 Lesja","Arbeiderpartiet",476
"0512 Lesja","Høyre",62
"0512 Lesja","Kristelig Folkeparti",143
"0512 Lesja","Det nye Folkepartiet (1973-1977)",3
"0512 Lesja","Anders Langes parti (1973)",34
"0512 Lesja","Kvinnenes frie folkevalgte",3
"0512 Lesja","Norges demokratiske parti",1
"0512 Lesja","Sosialistisk Valgforbund (1973)",27
"0512 Lesja","Fellesliste Venstre",23
"0512 Lesja","Fellesliste Senterpartiet",630
"0513 Skjåk","Arbeiderpartiet",657
"0513 Skjåk","Høyre",41
"0513 Skjåk","Kristelig Folkeparti",38
"0513 Skjåk","Rød valgallianse",1
"0513 Skjåk","Det nye Folkepartiet (1973-1977)",3
"0513 Skjåk","Anders Langes parti (1973)",24
"0513 Skjåk","Kvinnenes frie folkevalgte",1
"0513 Skjåk","Sosialistisk Valgforbund (1973)",101
"0513 Skjåk","Fellesliste Venstre",27
"0513 Skjåk","Fellesliste Senterpartiet",499
"0514 Lom","Arbeiderpartiet",709
"0514 Lom","Høyre",72
"0514 Lom","Kristelig Folkeparti",66
"0514 Lom","Rød valgallianse",2
"0514 Lom","Det nye Folkepartiet (1973-1977)",2
"0514 Lom","Anders Langes parti (1973)",31
"0514 Lom","Kvinnenes frie folkevalgte",2
"0514 Lom","Norges demokratiske parti",1
"0514 Lom","Sosialistisk Valgforbund (1973)",81
"0514 Lom","Fellesliste Venstre",43
"0514 Lom","Fellesliste Senterpartiet",468
"0515 Vågå","Arbeiderpartiet",1258
"0515 Vågå","Høyre",102
"0515 Vågå","Kristelig Folkeparti",64
"0515 Vågå","Rød valgallianse",3
"0515 Vågå","Det nye Folkepartiet (1973-1977)",7
"0515 Vågå","Anders Langes parti (1973)",35
"0515 Vågå","Ensliges parti",3
"0515 Vågå","Kvinnenes frie folkevalgte",1
"0515 Vågå","Norges demokratiske parti",2
"0515 Vågå","Sosialistisk Valgforbund (1973)",244
"0515 Vågå","Fellesliste Venstre",30
"0515 Vågå","Fellesliste Senterpartiet",635
"0517 Sel","Arbeiderpartiet",1830
"0517 Sel","Høyre",230
"0517 Sel","Kristelig Folkeparti",182
"0517 Sel","Rød valgallianse",18
"0517 Sel","Det nye Folkepartiet (1973-1977)",11
"0517 Sel","Anders Langes parti (1973)",65
"0517 Sel","Ensliges parti",3
"0517 Sel","Kvinnenes frie folkevalgte",3
"0517 Sel","Norges demokratiske parti",5
"0517 Sel","Sosialistisk Valgforbund (1973)",306
"0517 Sel","Fellesliste Venstre",53
"0517 Sel","Fellesliste Senterpartiet",692
"0518 Fron (1966-1976)","Arbeiderpartiet",2820
"0518 Fron (1966-1976)","Høyre",268
"0518 Fron (1966-1976)","Kristelig Folkeparti",267
"0518 Fron (1966-1976)","Rød valgallianse",10
"0518 Fron (1966-1976)","Det nye Folkepartiet (1973-1977)",15
"0518 Fron (1966-1976)","Anders Langes parti (1973)",97
"0518 Fron (1966-1976)","Ensliges parti",9
"0518 Fron (1966-1976)","Kvinnenes frie folkevalgte",8
"0518 Fron (1966-1976)","Norges demokratiske parti",3
"0518 Fron (1966-1976)","Sosialistisk Valgforbund (1973)",402
"0518 Fron (1966-1976)","Fellesliste Venstre",119
"0518 Fron (1966-1976)","Fellesliste Senterpartiet",1367
"0520 Ringebu","Arbeiderpartiet",1444
"0520 Ringebu","Høyre",214
"0520 Ringebu","Kristelig Folkeparti",235
"0520 Ringebu","Rød valgallianse",12
"0520 Ringebu","Det nye Folkepartiet (1973-1977)",15
"0520 Ringebu","Anders Langes parti (1973)",64
"0520 Ringebu","Ensliges parti",3
"0520 Ringebu","Kvinnenes frie folkevalgte",2
"0520 Ringebu","Norges demokratiske parti",3
"0520 Ringebu","Sosialistisk Valgforbund (1973)",197
"0520 Ringebu","Fellesliste Venstre",128
"0520 Ringebu","Fellesliste Senterpartiet",760
"0521 Øyer","Arbeiderpartiet",1031
"0521 Øyer","Høyre",192
"0521 Øyer","Kristelig Folkeparti",222
"0521 Øyer","Rød valgallianse",4
"0521 Øyer","Det nye Folkepartiet (1973-1977)",9
"0521 Øyer","Anders Langes parti (1973)",34
"0521 Øyer","Ensliges parti",1
"0521 Øyer","Sosialistisk Valgforbund (1973)",93
"0521 Øyer","Fellesliste Venstre",57
"0521 Øyer","Fellesliste Senterpartiet",727
"0522 Gausdal","Arbeiderpartiet",1834
"0522 Gausdal","Høyre",131
"0522 Gausdal","Kristelig Folkeparti",287
"0522 Gausdal","Rød valgallianse",5
"0522 Gausdal","Det nye Folkepartiet (1973-1977)",21
"0522 Gausdal","Anders Langes parti (1973)",82
"0522 Gausdal","Ensliges parti",9
"0522 Gausdal","Kvinnenes frie folkevalgte",7
"0522 Gausdal","Norges demokratiske parti",1
"0522 Gausdal","Sosialistisk Valgforbund (1973)",264
"0522 Gausdal","Fellesliste Venstre",89
"0522 Gausdal","Fellesliste Senterpartiet",955
"0528 Østre Toten","Arbeiderpartiet",4124
"0528 Østre Toten","Høyre",482
"0528 Østre Toten","Kristelig Folkeparti",659
"0528 Østre Toten","Rød valgallianse",11
"0528 Østre Toten","Det nye Folkepartiet (1973-1977)",69
"0528 Østre Toten","Anders Langes parti (1973)",232
"0528 Østre Toten","Ensliges parti",10
"0528 Østre Toten","Kvinnenes frie folkevalgte",12
"0528 Østre Toten","Norges demokratiske parti",3
"0528 Østre Toten","Sosialistisk Valgforbund (1973)",543
"0528 Østre Toten","Fellesliste Venstre",208
"0528 Østre Toten","Fellesliste Senterpartiet",1724
"0529 Vestre Toten","Arbeiderpartiet",3926
"0529 Vestre Toten","Høyre",531
"0529 Vestre Toten","Kristelig Folkeparti",644
"0529 Vestre Toten","Rød valgallianse",13
"0529 Vestre Toten","Det nye Folkepartiet (1973-1977)",57
"0529 Vestre Toten","Anders Langes parti (1973)",162
"0529 Vestre Toten","Ensliges parti",17
"0529 Vestre Toten","Kvinnenes frie folkevalgte",2
"0529 Vestre Toten","Norges demokratiske parti",2
"0529 Vestre Toten","Sosialistisk Valgforbund (1973)",743
"0529 Vestre Toten","Fellesliste Venstre",166
"0529 Vestre Toten","Fellesliste Senterpartiet",934
"0532 Jevnaker","Arbeiderpartiet",1664
"0532 Jevnaker","Høyre",257
"0532 Jevnaker","Kristelig Folkeparti",190
"0532 Jevnaker","Rød valgallianse",19
"0532 Jevnaker","Det nye Folkepartiet (1973-1977)",34
"0532 Jevnaker","Anders Langes parti (1973)",109
"0532 Jevnaker","Ensliges parti",3
"0532 Jevnaker","Kvinnenes frie folkevalgte",4
"0532 Jevnaker","Norges demokratiske parti",1
"0532 Jevnaker","Sosialistisk Valgforbund (1973)",591
"0532 Jevnaker","Fellesliste Venstre",30
"0532 Jevnaker","Fellesliste Senterpartiet",273
"0533 Lunner","Arbeiderpartiet",1489
"0533 Lunner","Høyre",297
"0533 Lunner","Kristelig Folkeparti",222
"0533 Lunner","Rød valgallianse",17
"0533 Lunner","Det nye Folkepartiet (1973-1977)",26
"0533 Lunner","Anders Langes parti (1973)",82
"0533 Lunner","Ensliges parti",1
"0533 Lunner","Kvinnenes frie folkevalgte",5
"0533 Lunner","Norges demokratiske parti",3
"0533 Lunner","Sosialistisk Valgforbund (1973)",431
"0533 Lunner","Fellesliste Venstre",56
"0533 Lunner","Fellesliste Senterpartiet",674
"0534 Gran","Arbeiderpartiet",2887
"0534 Gran","Høyre",519
"0534 Gran","Kristelig Folkeparti",529
"0534 Gran","Rød valgallianse",11
"0534 Gran","Det nye Folkepartiet (1973-1977)",42
"0534 Gran","Anders Langes parti (1973)",206
"0534 Gran","Ensliges parti",10
"0534 Gran","Kvinnenes frie folkevalgte",9
"0534 Gran","Norges demokratiske parti",5
"0534 Gran","Sosialistisk Valgforbund (1973)",813
"0534 Gran","Fellesliste Venstre",158
"0534 Gran","Fellesliste Senterpartiet",1586
"0536 Søndre Land","Arbeiderpartiet",2309
"0536 Søndre Land","Høyre",206
"0536 Søndre Land","Kristelig Folkeparti",204
"0536 Søndre Land","Rød valgallianse",10
"0536 Søndre Land","Det nye Folkepartiet (1973-1977)",46
"0536 Søndre Land","Anders Langes parti (1973)",57
"0536 Søndre Land","Ensliges parti",1
"0536 Søndre Land","Kvinnenes frie folkevalgte",5
"0536 Søndre Land","Norges demokratiske parti",4
"0536 Søndre Land","Sosialistisk Valgforbund (1973)",484
"0536 Søndre Land","Fellesliste Venstre",52
